Accession,Organism_Name,Species,Isolate,Segment,Length,Nuc_Completeness,Country,Host,Collection_Date
GQ443254,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-05-25
GQ443255,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-04-29
GQ443256,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-04-23
GU953292,Rift Valley fever virus,Phlebovirus riftense,,M,570,partial,Egypt,Homo sapiens,
GU372973,Rift Valley fever virus,Phlebovirus riftense,,,738,complete,Egypt,Homo sapiens,1977
EU312103,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Kenya,Bos taurus,1965
EU312104,Rift Valley fever virus,Phlebovirus riftense,,S,1692,complete,Mauritania,Homo sapiens,1988
EU312105,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Aedes mcintoshi,1983
EU312106,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Madagascar,Bos taurus,1991
EU312107,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Madagascar,Bos taurus,1991
EU312108,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Madagascar,Bos taurus,1991
EU312109,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Guinea,Epomophorus pusillus,1984
EU312110,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Egypt,Metazoa,1994
EU312111,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,South Africa,Aedes circumluteolus,1955
EU312112,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Madagascar,Culicidae,1979
EU312113,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,South Africa,Eretmapodites quinquevittatus,1971
EU312114,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,South Africa,Culex zombaensis,1981
EU312116,Rift Valley fever virus,Phlebovirus riftense,,S,1692,complete,Burkina Faso,Aedes cumminsii,1983
EU312117,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Senegal,Aedes dalzieli,1981
EU312118,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,,1962
EU312119,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,,1977
EU312120,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,South Africa,Homo sapiens,1975
EU312121,Rift Valley fever virus,Phlebovirus riftense,,S,1692,complete,Uganda,Culicidae,1955
EU312122,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Central African Republic,Homo sapiens,1985
EU312123,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Zambia,Homo sapiens,1985
EU312124,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Namibia,Homo sapiens,2004
EU312125,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Angola,Homo sapiens,1985
EU312126,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Somalia,Capra hircus,1998
EU312127,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,South Africa,Bubalus bubalis,1999
EU312128,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Kenya,Homo sapiens,1997
EU312130,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Zimbabwe,Bos taurus,1970
EU312131,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Zimbabwe,Bos taurus,1979
EU312132,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Zimbabwe,Bos taurus,1978
EU312133,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Zimbabwe,Bos taurus,1978
EU312134,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Zimbabwe,Ovis aries,1978
EU312135,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Zimbabwe,Bos taurus,1978
EU312136,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Zimbabwe,Bos taurus,1978
EU312137,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Egypt,Homo sapiens,1977
EU312138,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Egypt,Homo sapiens,1977
EU312139,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Kenya,Homo sapiens,2007
EU312140,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Homo sapiens,2007
EU312141,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Homo sapiens,2007
EU312142,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Homo sapiens,2007
EU312143,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Homo sapiens,2007
EU312144,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Homo sapiens,2007
EU312145,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Homo sapiens,2007
EU312146,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Kenya,Homo sapiens,2007
EU312147,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Homo sapiens,2007
EU709747,Rift Valley fever virus,Phlebovirus riftense,,S,1690,partial,South Africa,Homo sapiens,2008
EU709748,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,South Africa,Homo sapiens,2008
EU574004,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Bos taurus,2007-05-14
EU574005,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Bos taurus,2007-04-23
EU574006,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Ovis aries,2007-02-07
EU574007,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Bos taurus,2007-02-27
EU574008,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Syncerus caffer,2007-02-09
EU574009,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Bos taurus,2007-02-21
EU574010,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Bos taurus,2007-02-21
EU574011,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Bos taurus,2007-02-05
EU574012,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Bos taurus,2007-02-05
EU574013,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Bos taurus,2007-01-31
EU574014,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Capra hircus,2006-12-01
EU574015,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Capra hircus,2006-12-01
EU574016,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Bos taurus,2007-01-30
EU574017,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Bos taurus,2007-01-29
EU574018,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Bos taurus,2007-01-31
EU574019,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Bos taurus,2007-01-31
EU574020,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Bos taurus,2007-01-25
EU574021,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Bos taurus,2007-01-29
EU574022,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Bos taurus,2007-01-29
EU574023,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Bos taurus,2007-01-29
EU574024,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Ovis aries,2007-01-26
EU574025,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Bos taurus,2007-01-16
EU574026,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Bos taurus,2007-01-16
EU574027,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Bos taurus,2007-01-16
EU574028,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Bos taurus,2007-01-16
EU574029,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Bos taurus,2007-01-12
EU574030,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Bos taurus,2007-01-12
EU574031,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bos taurus,2007-05-14
EU574032,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bos taurus,2007-04-23
EU574033,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Ovis aries,2007-02-07
EU574034,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bos taurus,2007-02-27
EU574035,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bos taurus,2007-02-21
EU574036,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bos taurus,2007-02-21
EU574037,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bos taurus,2007-02-05
EU574038,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bos taurus,2007-02-05
EU574039,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bos taurus,2007-01-31
EU574040,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Capra hircus,2006-12-01
EU574041,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Capra hircus,2006-12-01
EU574042,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bos taurus,2007-01-29
EU574043,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bos taurus,2007-01-30
EU574044,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bos taurus,2007-01-29
EU574045,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bos taurus,2007-01-31
EU574046,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bos taurus,2007-01-31
EU574047,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bos taurus,2007-01-25
EU574048,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bos taurus,2007-01-29
EU574049,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bos taurus,2007-01-29
EU574050,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Ovis aries,2007-01-26
EU574051,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bos taurus,2007-01-16
EU574052,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bos taurus,2007-01-16
EU574053,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bos taurus,2007-01-16
EU574054,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bos taurus,2007-01-16
EU574055,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bos taurus,2007-01-12
EU574056,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bos taurus,2007-01-12
EU574057,Rift Valley fever virus,Phlebovirus riftense,,S,1689,complete,Kenya,Bos taurus,2007-05-14
EU574058,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Bos taurus,2007-04-23
EU574059,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Ovis aries,2007-02-07
EU574060,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Bos taurus,2007-02-27
EU574061,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Syncerus caffer,2007-02-09
EU574062,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Bos taurus,2007-02-21
EU574063,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Bos taurus,2007-02-21
EU574064,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Bos taurus,2007-02-05
EU574065,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Bos taurus,2007-02-05
EU574066,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Bos taurus,2007-01-31
EU574067,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Kenya,Ovis aries,2007-02-07
EU574068,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Kenya,Capra hircus,2006-12-01
EU574069,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Capra hircus,2006-12-01
EU574070,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Bos taurus,2007-01-26
EU574071,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Bos taurus,2007-01-30
EU574072,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Kenya,Bos taurus,2007-01-29
EU574073,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Bos taurus,2007-01-31
EU574074,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Bos taurus,2007-01-31
EU574075,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Bos taurus,2007-01-25
EU574076,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Kenya,Bos taurus,2007-01-26
EU574077,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Bos taurus,2007-01-29
EU574078,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Bos taurus,2007-01-29
EU574079,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Bos taurus,2007-01-29
EU574080,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Ovis aries,2007-01-26
EU574081,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Bos taurus,2007-01-16
EU574082,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Bos taurus,2007-01-16
EU574083,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Bos taurus,2007-01-16
EU574084,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Bos taurus,2007-01-16
EU574085,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Bos taurus,2007-01-16
EU574086,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Kenya,Bos taurus,2007-01-12
EU574087,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Bos taurus,2007-01-12
EF467177,Rift Valley fever virus,Phlebovirus riftense,,M,3885,partial,Kenya,Culex poicilipes,2007-01
EF467178,Rift Valley fever virus,Phlebovirus riftense,,M,3885,partial,Kenya,Aedes ochraceus,2006-12
EF160113,Rift Valley fever virus,Phlebovirus riftense,,,601,partial,Mauritania,Homo sapiens,
EF160114,Rift Valley fever virus,Phlebovirus riftense,,,601,partial,Mauritania,Homo sapiens,
EF160115,Rift Valley fever virus,Phlebovirus riftense,,M,726,partial,Mauritania,Homo sapiens,
EF160116,Rift Valley fever virus,Phlebovirus riftense,,M,726,partial,Mauritania,Homo sapiens,
EF160117,Rift Valley fever virus,Phlebovirus riftense,,,121,partial,Mauritania,Homo sapiens,
EF160118,Rift Valley fever virus,Phlebovirus riftense,,,121,partial,Mauritania,Homo sapiens,
EF530207,Rift Valley fever virus,Phlebovirus riftense,OV 35/74,S,738,partial,South Africa,,
DQ924959,Rift Valley fever virus,Phlebovirus riftense,688/78,S,738,partial,Zimbabwe,,1978
DQ375395,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Mauritania,,1987
DQ375396,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Mauritania,,1987
DQ375397,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Mauritania,,1987
DQ375398,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Mauritania,,1987
DQ375399,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Burkina Faso,Aedes cumminsii,1983
DQ375400,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,,1998
DQ375402,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Ochlerotatus macintoshi,1983
DQ375403,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Egypt,,1977
DQ375404,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Egypt,,1977
DQ375405,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Egypt,,1977
DQ375406,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Egypt,,1977
DQ375407,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Egypt,Culex pipiens,1977
DQ375408,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Egypt,,1977
DQ375409,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Egypt,Culicidae,1978
DQ375410,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Egypt,Ovis aries,1979
DQ375411,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Egypt,,1978
DQ375412,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Egypt,Bos taurus,1978
DQ375413,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Zimbabwe,,1974
DQ375414,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Madagascar,,1979
DQ375415,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Central African Republic,,1974
DQ375416,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Central African Republic,,1974
DQ375417,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Central African Republic,,1974
DQ375418,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Zimbabwe,,1978
DQ375419,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Central African Republic,,1969
DQ375420,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Guinea,Hipposideros caffer,1981
DQ375421,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Guinea,Epomophorus pusillus,1984
DQ375422,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Central African Republic,,1985
DQ375423,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Central African Republic,,1985
DQ375424,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Zimbabwe,,1978
DQ375425,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Central African Republic,,1973
DQ375426,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Zimbabwe,,1970
DQ375427,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Bos taurus,
DQ375428,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,South Africa,,1975
DQ375429,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Uganda,Culicidae,1944
DQ375430,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Uganda,,1944
DQ375431,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Kenya,Ovis aries,1951
DQ375432,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Zimbabwe,,1974
DQ375433,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,South Africa,Ovis aries,1951
DQ375434,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Zimbabwe,Bos taurus,1974
DQ380143,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Zimbabwe,Bos taurus,1974
DQ380144,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Madagascar,Homo sapiens,1979
DQ380145,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Egypt,Ovis aries,1979
DQ380146,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Egypt,Culicidae,1978
DQ380147,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Egypt,Ochlerotatus taeniorhynchus,
DQ380148,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Egypt,,
DQ380149,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Egypt,Homo sapiens,1977
DQ380150,Rift Valley fever virus,Phlebovirus riftense,,S,1689,complete,Egypt,Culex pipiens,
DQ380151,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Egypt,Homo sapiens,1977
DQ380152,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Egypt,Bos taurus,1978
DQ380153,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Egypt,Homo sapiens,1978
DQ380154,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Egypt,,1977
DQ380155,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Ovis aries,1951
DQ380156,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Uganda,Culicidae,1944
DQ380157,Rift Valley fever virus,Phlebovirus riftense,,S,1692,complete,Uganda,,1944
DQ380158,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,South Africa,Ovis aries,1951
DQ380159,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Zimbabwe,Bos taurus,1974
DQ380160,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Central African Republic,Homo sapiens,1985
DQ380161,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Central African Republic,Homo sapiens,1985
DQ380162,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Central African Republic,Homo sapiens,1973
DQ380163,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Central African Republic,Homo sapiens,1974
DQ380164,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Zimbabwe,Bos taurus,1978
DQ380165,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Guinea,Hipposideros caffer,1981
DQ380166,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Guinea,Epomophorus pusillus,1984
DQ380167,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Central African Republic,Mansonia africana,1969
DQ380168,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Zimbabwe,Bos taurus,1978
DQ380169,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Kenya,Homo sapiens,1998
DQ380171,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Kenya,Ochlerotatus macintoshi,1983
DQ380172,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Central African Republic,Homo sapiens,1973
DQ380173,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Zimbabwe,Bos taurus,1974
DQ380174,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Zimbabwe,Bos taurus,1970
DQ380175,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,South Africa,Homo sapiens,1975
DQ380176,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Kenya,Bos taurus,
DQ380177,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Mauritania,Homo sapiens,1987
DQ380178,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Mauritania,Homo sapiens,1987
DQ380179,Rift Valley fever virus,Phlebovirus riftense,,S,1690,complete,Mauritania,Homo sapiens,1987
DQ380180,Rift Valley fever virus,Phlebovirus riftense,,S,1692,complete,Mauritania,Homo sapiens,1987
DQ380181,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Burkina Faso,Aedes cumminsii,1983
DQ380182,Rift Valley fever virus,Phlebovirus riftense,,S,1141,complete,Central African Republic,,1974
DQ380183,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Mauritania,Homo sapiens,1987
DQ380184,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Mauritania,Homo sapiens,1987
DQ380185,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Mauritania,Homo sapiens,1987
DQ380186,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Mauritania,Homo sapiens,1987
DQ380187,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Burkina Faso,Aedes cumminsii,1983
DQ380188,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Zimbabwe,Bos taurus,1970
DQ380189,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,South Africa,Homo sapiens,1975
DQ380190,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Bos taurus,
DQ380191,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Uganda,Culicidae,1944
DQ380192,Rift Valley fever virus,Phlebovirus riftense,,M,3900,complete,Kenya,Ovis aries,1951
DQ380194,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Zimbabwe,Bos taurus,1974
DQ380195,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,South Africa,Ovis aries,1951
DQ380196,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Homo sapiens,1998
DQ380198,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Kenya,Ochlerotatus macintoshi,1983
DQ380199,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Egypt,Ochlerotatus taeniorhynchus,1977
DQ380200,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Egypt,Homo sapiens,1977
DQ380201,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Egypt,Culex pipiens,1977
DQ380202,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Egypt,,1977
DQ380203,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Egypt,Homo sapiens,1978
DQ380204,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Egypt,Culicidae,1978
DQ380205,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Egypt,Ovis aries,1979
DQ380206,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Egypt,Homo sapiens,1977
DQ380207,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Egypt,Bos taurus,1978
DQ380209,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Zimbabwe,Bos taurus,1974
DQ380210,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Madagascar,Homo sapiens,1979
DQ380211,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Central African Republic,Homo sapiens,1973
DQ380212,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Central African Republic,Homo sapiens,1974
DQ380214,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Zimbabwe,Bos taurus,1978
DQ380215,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Guinea,Hipposideros caffer,1981
DQ380216,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Guinea,Epomops,1984
DQ380217,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Central African Republic,Mansonia africana,1969
DQ380218,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Central African Republic,Homo sapiens,1985
DQ380219,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Central African Republic,Homo sapiens,1985
DQ380220,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Zimbabwe,Bos taurus,1978
DQ380221,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Central African Republic,Homo sapiens,1973
DQ380222,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Zimbabwe,Bos taurus,1974
AJ504997,Rift Valley fever virus,Phlebovirus riftense,,,601,partial,Chad,Homo sapiens,
AJ504998,Rift Valley fever virus,Phlebovirus riftense,,,601,partial,Chad,Homo sapiens,
